log,lat
-87.799125,41.7348249
-87.850777,41.851545
-87.984807,42.172965
-87.7556537,41.7488388
-89.255885,42.125448
-90.1771755,38.5632961
-87.576211,41.622765
-87.5404295,41.5997916
-87.6609601,41.6628369
-90.0349076,40.5663115
-89.1645868,37.7424608
-89.21955,37.69947
-89.8890806,39.279705
-89.371928,38.627463
-88.17775,38.07921
-88.1503453,41.9387171
-88.1026039,41.8948574
-88.257904,42.1051022
-88.335648,42.123643
-89.0730865,37.7454252
-88.2555526,42.2167056
-87.98604,39.31405
-90.0458482,38.6131635
-89.1589112,38.5329351
-89.1252624,38.5260994
-88.244652,40.0980194
-88.2435649,40.1331139
-88.2931848,40.0983928
-88.2393091,40.1560881
-88.2769329,40.1196801
-88.22961,40.11064
-88.259159,40.13269
-88.2361701,41.4226347
-88.197478,41.454437
-88.1818102,39.484345
-89.7045317,39.6777699
-88.7334055,40.7424048
-89.8047503,37.9277075
-87.627777,41.896946
-87.6552018,41.9654319
-87.701641,41.705515
-87.631311,41.877837
-87.6420782,41.6864636
-87.625734,41.883853
-87.66188,41.88566
-87.588816,41.736604
-87.6615541,41.8085254
-87.63452,41.91102
-87.6641851,41.721126
-87.6607136,41.858373
-87.6719984,41.9250957
-87.6333433,41.879381
-87.6758725,41.9978946
-87.5759209,41.7224755
-87.686943,41.917088
-87.6773528,41.8959045
-87.63255,41.89
-87.621174,41.830828
-87.6395706,41.878465
-87.6863895,41.8819623
-87.6308475,41.8813061
-87.745785,41.92293
-87.6244561,41.8862141
-87.634781,41.877867
-87.7659681,41.9232314
-87.649912,41.925735
-87.5651003,41.751737
-87.6865815,41.8520255
-87.61675,41.847049
-87.6937925,41.9467104
-87.7050209,41.8442544
-87.6437675,41.9305089
-87.7095209,41.9303662
-87.7857456,41.9304613
-87.668878,41.933573
-87.6229555,41.7363196
-87.636026,41.882836
-87.634363,41.88893
-87.64638,41.83962
-87.707575,42.012065
-87.7083031,41.9757107
-87.7056865,41.8663946
-87.7106959,41.990316
-87.7087893,41.9100571
-87.8068674,41.9445524
-87.7470721,41.9457276
-87.62547,41.72192
-87.628724,41.884834
-87.7181441,41.9535924
-87.7247936,41.9681567
-87.688569,41.82339
-87.728586,41.939255
-87.525079,41.702393
-87.6652804,41.8184937
-87.7475637,41.9592912
-87.7324167,41.8440399
-87.735077,41.91002
-87.7083681,41.9640777
-87.8367708,41.9635309
-87.7423516,41.9315787
-87.7432237,41.807271
-87.689662,41.969914
-87.7631174,41.9705971
-87.6397129,41.8818756
-87.7503155,41.8803917
-87.655079,41.976228
-87.754794,41.9094487
-87.7548281,41.8948685
-87.588279,41.801278
-87.722567,41.796933
-87.6415869,41.8818567
-87.669134,41.983808
-87.7657232,41.8655184
-87.7690607,41.9530246
-87.702983,41.788756
-87.607689,41.685718
-87.6096669,41.8921254
-87.631602,41.89281
-87.783446,41.9928595
-87.6603977,41.9953846
-87.6641048,41.7781411
-87.742503,41.775539
-87.6177339,41.8938991
-87.587011,41.774556
-87.68353,41.77549
-87.789822,41.7922081
-87.7224784,41.7699565
-87.6728601,42.0047255
-87.690457,42.006902
-87.626636,41.7690736
-87.6237468,41.794668
-87.6073418,41.8095255
-87.632053,41.755683
-87.6829612,41.7513205
-87.6149058,41.7509729
-87.662639,41.742267
-87.7214439,41.739814
-87.5511736,41.7279092
-87.6432118,41.7196348
-87.612137,41.853101
-87.8923,41.9775
-87.908114,41.994666
-87.92318,41.990511
-87.919102,41.983766
-87.908753,41.976401
-87.892628,41.990264
-87.916235,41.991001
-87.910245,41.991958
-87.62609,41.87957
-87.635588,41.52924
-89.494132,40.907306
-87.743329,41.840498
-87.761457,41.851362
-88.962987,40.148501
-88.285872,41.287475
-89.9763378,38.6909727
-90.010883,38.679156
-90.218595,38.446686
-87.7204251,41.5861012
-87.867795,41.786622
-88.124147,41.554232
-87.737783,41.644316
-87.5822656,41.4699463
-88.2867575,42.2476623
-88.311323,42.225582
-88.34685,42.24811
-87.61179,40.12733
-87.636202,40.1193241
-87.630217,40.1747473
-87.9636197,41.7533544
-88.931489,39.846205
-88.8782256,39.818815
-88.9549748,39.8768165
-88.895777,39.907649
-88.9697227,39.8455709
-87.8349302,42.1518535
-88.7480591,41.9289342
-88.7684991,41.9311383
-87.8960236,42.0238864
-87.8843571,41.9992627
-87.8851131,42.0455319
-87.9480525,42.0472302
-89.4844507,41.8476043
-87.6163645,41.6227065
-87.9697637,41.81013
-88.04734,41.80468
-89.2360047,37.99974
-88.412826,41.109751
-90.121278,38.8820982
-90.4439078,41.4901303
-89.5811348,40.6698603
-89.5354141,40.675842
-90.128209,38.616048
-89.950586,38.793143
-89.9796055,38.7873596
-88.566072,39.139696
-88.5476791,39.0924234
-88.531284,39.14905
-89.0258266,40.7370234
-88.471636,41.902559
-88.44019,37.80727
-88.3155432,42.0608418
-88.314117,42.035549
-88.3386713,42.0263537
-88.2757295,42.0462902
-88.269106,42.019429
-88.0041393,42.0036345
-87.9595719,42.0054097
-88.04574,42.007026
-87.957057,42.021732
-87.9354719,41.8693775
-87.9396922,41.9278791
-87.806837,41.924112
-87.68787,42.019662
-87.699847,42.0410385
-87.6879068,41.7208699
-87.7021361,41.7345891
-88.3758595,38.3796674
-89.984047,38.591327
-89.988891,40.69791
-88.5078452,38.6682327
-87.8139213,41.8787031
-88.9551587,39.9195085
-88.1838875,42.399534
-88.2105773,42.1936562
-87.849471,41.508147
-87.7909743,41.5061815
-87.8844082,41.9263668
-89.915126,38.437221
-89.6417544,42.301651
-89.631492,42.2761264
-90.445091,42.420838
-90.383227,40.9603527
-90.3521729,40.9474165
-90.1540684,41.4395357
-88.2821923,41.8872312
-88.3405135,41.8685102
-88.683337,42.0957502
-87.635859,39.9793543
-88.3753541,40.4568106
-88.000726,40.75196
-88.0543466,41.831014
-88.070386,41.859057
-88.078233,41.902819
-88.076888,41.936772
-87.8489978,42.1044864
-87.7998,42.0640193
-87.8420063,42.0586939
-90.189858,38.947534
-90.121439,38.723402
-90.14566,38.701127
-88.0234696,42.3265452
-88.0280255,42.3366644
-87.834841,42.319618
-89.390673,38.878693
-87.9045439,42.3784678
-87.939633,42.377673
-87.959577,42.386044
-88.512507,42.149751
-88.129712,41.976212
-88.1446591,42.0058873
-88.53633,37.72898
-88.6134359,42.4120123
-87.675277,41.621556
-87.8069881,41.9721979
-87.786811,41.960209
-90.0570485,40.294164
-89.0278054,37.7937866
-87.8096667,41.7187
-89.680182,38.753816
-87.801764,42.188582
-87.81911,42.215529
-89.49384,39.1541
-87.883683,41.863431
-87.9263287,41.8175471
-88.08029,42.0477
-88.1357119,42.0565945
-88.143333,42.047301
-87.931712,41.629815
-87.6364404,41.5664019
-87.6925249,41.5572365
-87.68729,40.459861
-88.4272871,42.1742015
-88.431937,42.151008
-87.906782,41.783508
-87.88185,41.950324
-87.909004,41.783493
-87.88398,41.950737
-87.599515,41.578006
-87.599211,41.579314
-88.739177,41.900271
-88.834521,42.233015
-88.834584,42.234404
-87.900171,42.252996
-87.902432,42.252977
-88.9091537,38.1547065
-88.1887724,42.2690664
-87.9987423,41.9666212
-90.23747,39.723465
-90.3198277,39.110437
-88.93285,37.81807
-88.1673867,41.4965727
-88.118595,41.5227946
-88.0878903,41.5520116
-88.1615524,41.5612161
-88.0801443,41.483998
-88.1608811,41.5790443
-88.1862789,41.5216194
-88.0698314,41.5279527
-87.8761774,41.1318763
-87.8412573,41.1189222
-89.9272567,41.2301175
-90.3068979,40.9187995
-87.86957,41.818884
-87.879775,42.28203
-87.8757672,42.3031914
-87.873905,42.224188
-88.0717417,42.4154709
-88.0580707,42.2117868
-88.1018966,42.1873792
-87.558896,41.571706
-87.6984849,38.728148
-89.8076477,38.597136
-87.9998713,41.6583935
-88.7616281,40.3422518
-88.7986843,40.6436833
-87.956116,42.297772
-88.0056269,42.3060531
-89.3875951,40.1582066
-87.9321865,42.1984777
-88.027683,42.40704
-88.0712966,41.7867492
-89.6695919,39.1773768
-88.038052,41.594111
-88.02131,41.597911
-88.00792,41.83714
-88.0098689,41.8602844
-88.0310827,41.9044488
-89.05796,42.3172057
-87.8179656,41.8198212
-89.0353884,42.3659296
-90.6524979,40.4585342
-90.6811735,40.4588698
-88.368341,40.185457
-87.84741,41.24983
-88.609731,42.2484345
-88.9653801,37.7414729
-88.9326124,37.7348974
-87.6921455,41.6008454
-87.692215,39.418422
-89.794066,38.497071
-87.7138872,41.5061238
-88.3349335,39.4770337
-88.376588,39.43126
-87.834282,41.8878712
-87.83841,41.864386
-88.5413225,38.0895668
-88.267335,42.354107
-88.203233,42.32135
-88.2832561,42.3470432
-89.1684742,40.3180384
-87.8273806,41.9084566
-89.1277023,41.5570315
-89.068116,41.553426
-89.3710912,40.7904319
-88.713314,37.1501902
-87.7177113,41.6273525
-90.5672139,41.4499539
-88.270718,41.455389
-90.505384,41.476933
-90.4993278,41.4557084
-90.488174,41.4916169
-87.757002,41.427425
-90.648354,40.924903
-88.5738566,40.024185
-88.42257,41.37569
-89.957296,41.807477
-89.4433,40.617129
-87.7837705,42.040829
-87.938553,42.08162
-88.9567364,38.3128776
-88.926138,38.3152085
-87.7644051,38.415808
-90.7565671,39.9835811
-88.003196,42.265514
-87.9957742,42.2401095
-87.9960635,42.2373463
-89.324643,37.788625
-88.1150987,41.7520092
-88.205579,41.791326
-88.1197538,41.7981023
-88.2056396,41.7073933
-88.1789084,41.779923
-88.1640421,41.7475846
-89.37094,38.39163
-89.720685,38.534921
-87.946258,41.483432
-87.9812708,41.5180366
-87.8140994,42.0262331
-87.8371529,42.0400699
-88.9591389,40.5103256
-88.9955774,40.5296278
-88.9946309,40.5035251
-87.809715,41.954464
-88.372323,41.802069
-87.8660215,42.3185535
-89.6191293,40.6341526
-87.8099986,41.8502044
-87.80186,42.152477
-87.9030941,41.9070651
-87.9466547,41.8470595
-87.971496,41.847374
-87.753256,41.602429
-87.7400398,41.7009965
-87.7714634,41.7196546
-87.7410032,41.7262359
-87.777702,41.879596
-87.779,40.12303
-89.91216,38.585403
-89.95493,38.59274
-89.0784171,41.2967915
-88.0788576,38.7312565
-87.6747116,41.506061
-89.3325563,42.0132409
-87.888731,41.564318
-87.892935,41.6
-87.853516,41.628321
-87.8406306,41.6015214
-88.319083,41.697666
-88.3195347,41.7146872
-88.380891,41.686172
-88.8405161,41.3561238
-88.0062,42.09462
-88.019642,42.137141
-88.1282486,42.1560867
-87.7923525,41.6607734
-87.8095823,41.6907841
-89.0798911,39.3908768
-87.6839699,39.6039273
-87.8814126,42.3486769
-87.850086,42.024375
-89.6368327,40.5653515
-89.6040409,40.5467636
-89.610041,40.700076
-89.613798,40.818639
-89.594317,40.714844
-89.630315,40.744102
-89.6125993,40.7314806
-89.656326,40.770366
-89.620724,40.7819
-89.574536,40.732672
-87.8157731,41.3245271
-89.127011,41.36895
-89.117675,41.338223
-89.3823796,38.0801231
-90.8126594,39.6067939
-88.2027013,41.6290879
-88.223165,41.635226
-88.201674,41.5957691
-88.49559,41.66222
-88.64308,40.87364
-90.0758178,38.7504177
-89.467668,41.396158
-91.3950868,39.9355889
-91.365014,39.9352189
-91.3388,39.93544
-88.1907549,40.308851
-89.993961,38.2001954
-88.3060756,42.4798727
-87.7331066,41.4843017
-87.805474,41.891776
-87.84675,41.929932
-87.75338,39.005638
-89.0682555,41.9343252
-89.03446,41.93262
-89.6893095,41.7724251
-90.5572685,41.4931388
-90.5829933,41.480523
-89.0805918,42.2669157
-89.0867515,42.2527988
-89.0540493,42.2593384
-88.9997751,42.2702821
-89.0722831,42.226297
-89.1150111,42.28833
-89.0322357,42.3166921
-88.979954,42.2646231
-89.0723231,42.208264
-89.0303934,42.2381698
-89.0265094,42.2636171
-88.9800238,42.3187792
-89.0750157,42.3157518
-88.0012439,42.0562921
-88.0196786,42.0782746
-88.068213,41.672039
-88.08005,41.65254
-88.124211,41.651026
-88.1228229,41.5962492
-89.0141179,42.4285437
-88.0698931,41.9818732
-87.8600159,41.9901241
-88.0632886,42.3796506
-88.96535,38.62508
-88.5959894,41.6474251
-87.554729,41.4918654
-90.1333189,42.0897998
-88.1431848,42.0247829
-88.0800662,42.0167453
-88.0594771,42.0733239
-88.05559,42.04922
-88.034846,42.045773
-87.8632394,41.9543923
-88.8047284,39.4065511
-88.199158,41.53231
-87.7478866,42.0407966
-87.7607347,42.0119246
-88.98831,42.48978
-89.0537522,42.4704541
-87.638957,41.480154
-88.3159382,41.9987697
-88.341977,41.9803869
-87.5975762,41.6008078
-89.70332,38.21222
-88.218,42.4424
-89.2116422,41.3281133
-89.643282,39.745959
-89.6047852,39.8299515
-89.69419,39.79627
-89.6867818,39.7631701
-89.6043275,39.8428606
-89.6053784,39.8018763
-89.645783,39.756035
-89.707864,39.7522229
-89.729916,39.756392
-89.6612799,39.7869737
-89.660373,39.8030375
-89.6666605,39.8160969
-89.639424,39.713858
-88.337477,41.912324
-88.2625232,41.9213107
-90.2429553,41.8155445
-89.99862,42.35713
-88.185152,42.01346
-88.8357997,41.1381816
-88.441649,41.774738
-88.6075977,39.6008144
-89.9843,38.542035
-88.7164202,41.9749189
-89.2987374,39.5526209
-87.795875,41.601695
-87.792891,41.578173
-89.90612,38.73224
-88.273128,39.7916416
-88.1907104,40.0976488
-88.2042439,40.1177168
-89.0101118,41.3711093
-89.0990685,38.9772228
-87.9443332,42.2380103
-87.946408,42.241998
-88.8877229,37.4162419
-87.970073,41.890353
-88.16448,42.32368
-87.93773,42.42995
-88.1685048,41.8017555
-88.202568,41.838333
-88.3876161,41.9346171
-89.508416,40.715613
-89.429618,40.704038
-90.1491365,38.3371691
-87.7461887,40.7799357
-88.1507193,42.2573949
-87.8949703,42.3436333
-87.854681,42.388396
-87.8298785,42.3641329
-87.881959,42.370108
-87.8994822,42.343566
-88.194401,41.881799
-88.1682566,41.9097283
-88.9382,37.997931
-88.2895105,42.0837251
-88.95231,37.896248
-89.623197,40.695712
-87.8986045,41.8336859
-87.972942,41.7737187
-88.1035157,41.8319739
-88.1384414,41.8579055
-87.8884835,42.1061469
-87.9255881,42.1529711
-87.955091,42.1389331
-89.56282,39.96159
-87.9451433,41.7132283
-88.1408607,41.2968047
-89.24245,42.27981
-87.74109,42.11474
-90.0787512,38.8642369
-88.0379148,41.750619
-88.0392823,41.772227
-88.4345267,42.31302
-88.441837,41.6680648
-88.4427858,41.657537
-87.8252113,42.4573186
-85.249806,40.300041
-85.6746,40.25491
-85.68085,40.10196
-85.6598,40.13543
-85.67456,40.14683
-85.65317,40.06198
-84.99938,41.65357
-85.027919,41.635051
-86.25988,41.23825
-87.25144,40.29312
-85.07645,41.36645
-85.24274,41.36063
-86.33292,39.7637
-86.40233,39.76285
-85.22163,39.29691
-86.51591,38.86086
-84.95578,40.6636
-87.31413,38.7804
-86.53204,39.14553
-86.53388,39.18781
-86.49515,39.16433
-86.57054,39.16467
-86.57304,39.20729
-85.16593,40.75651
-87.26379,38.04861
-87.12525,39.451591
-87.11486,39.52593
-86.1662,41.44656
-84.856188,39.219539
-85.01253,39.42336
-86.39237,39.85611
-86.39232,39.85784
-86.04041,38.88124
-87.11544,41.604329
-84.88328,41.42974
-85.14349,39.8508
-86.33242,39.6427
-86.16278,39.954884
-86.126719,40.007745
-86.11429,39.96203
-87.47016,41.37693
-85.67174,38.45254
-87.04403,41.61672
-85.31739,41.22574
-86.01328,40.12306
-85.76973,38.30886
-87.44099,39.66811
-86.80188,39.52985
-85.48463,41.17087
-85.88572,39.21823
-85.94865,39.20018
-85.9181,39.20139
-85.13499,39.67174
-86.13137,38.23148
-86.90481,40.07588
-86.90151,40.0255
-87.238606,41.421677
-87.36451,41.41929
-85.57158,40.11379
-86.51281,39.75986
-84.93761,40.83285
-86.678733,40.584739
-87.19898,41.20507
-87.50549,41.49269
-87.44945,41.63889
-87.48065,41.62836
-85.96523,39.31128
-85.9735,41.68773
-85.95584,41.67536
-85.88719,41.7028
-85.97292,41.72494
-85.93718,41.64804
-85.81038,40.27711
-87.543937,37.963217
-87.62794,37.97844
-87.53952,37.99261
-87.55103,38.15417
-87.56408,37.9777
-87.51371,37.95518
-87.492849,38.009075
-87.57549,38.01322
-87.49413,37.96939
-87.47378,37.97781
-87.4925,37.98368
-87.60033,37.9866
-87.54559,38.05747
-86.87398,38.233005
-86.0396,39.95979
-86.0111,39.95667
-86.00425,39.97903
-85.95797,39.95728
-85.89669,38.31528
-85.27647,41.07448
-85.00977,41.12895
-85.15619,41.09997
-85.15913,41.17788
-85.157266,41.132109
-85.1345,41.04996
-85.13741,41.11844
-85.183053,41.11806
-85.101569,41.13372
-85.08954,41.09752
-85.14548,41.07509
-85.21379,41.06069
-85.25594,41.0327
-85.0641,41.1204
-85.16946,41.02009
-85.09064,41.01296
-85.16601,41.17284
-86.49392,40.27884
-86.06392,39.48973
-86.02177,39.48318
-85.00025,41.73856
-87.35587,41.60176
-87.35606,41.55458
-87.26622,41.597
-85.59506,40.48775
-85.9133,38.29044
-85.85747,41.59391
-85.81981,41.66824
-85.79721,41.56155
-86.11806,41.75344
-86.87398,39.65209
-84.85049,39.10947
-85.77975,39.79712
-85.91517,39.81653
-85.48006,39.35432
-86.07896,39.61472
-86.15946,39.61631
-86.09917,39.58128
-86.15956,39.57898
-87.44039,41.58831
-87.50862,41.62979
-87.49995,41.59638
-87.46184,41.57877
-85.46756,38.72119
-85.36981,40.4754
-87.296048,41.288487
-87.47138,41.52617
-87.43476,41.55179
-87.47111,41.54819
-87.25979,41.51083
-85.50426,40.89217
-86.14079,39.86983
-86.15686,39.78919
-86.04577,39.79409
-86.10191,39.73739
-86.12135,39.82526
-86.11922,39.63573
-86.08202,39.80485
-86.15204,39.72555
-86.11433,39.75945
-86.11131,39.92666
-86.21727,39.78766
-86.21977,39.91146
-86.0082,39.71822
-86.12035,39.71291
-86.15825,39.82466
-86.00972,39.82496
-86.22636,39.75001
-86.22745,39.92616
-86.09774,39.6656
-86.08224,39.70127
-86.236886,39.823633
-86.2366,39.82387
-86.24035,39.85613
-86.26997,39.6943
-86.18776,39.69366
-86.08334,39.66487
-86.24664,39.75409
-86.12217,39.84745
-86.14914,39.68762
-86.194629,39.854411
-86.13216,39.68009
-86.26561,39.88183
-86.06151,39.90506
-86.26821,39.79993
-86.2802,39.82353
-86.27993,39.74385
-86.06987,39.88144
-86.04247,39.82919
-86.0398,39.77218
-86.28716,39.79377
-86.12184,39.88736
-86.270354,39.728471
-86.02959,39.75068
-86.13756,39.65113
-86.15827,39.92586
-85.9947,39.89952
-85.99268,39.77461
-86.93777,38.42907
-86.94443,38.37307
-85.71252,38.32268
-85.70082,38.35821
-85.26917,41.45216
-87.43846,40.76807
-85.55657,39.84459
-86.62083,41.28373
-86.10883,40.49875
-86.10978,40.47656
-86.12949,40.45499
-86.16372,40.48764
-86.12416,40.44056
-86.73117,41.61535
-86.69471,41.62212
-86.85467,40.39366
-86.91764,40.38521
-86.86296,40.36802
-86.82646,40.41788
-86.85846,40.42206
-85.37735,41.62701
-85.96616,39.89011
-84.8774,39.08731
-86.48619,40.04677
-85.5862,41.45523
-87.1045,39.03819
-86.32441,40.75731
-86.37746,40.75162
-86.9123,38.6754
-87.40063,41.29004
-85.40425,38.77479
-85.66655,40.5813
-85.67391,40.54268
-85.54822,40.55398
-86.43726,39.40728
-85.91821,39.92986
-85.77212,38.49139
-87.290892,41.473016
-87.37249,41.47115
-87.33582,41.50759
-87.3168,41.50715
-86.87034,41.70898
-86.89399,41.69038
-86.89386,41.66703
-85.70552,41.65543
-86.19565,41.68016
-86.13568,41.66213
-86.17324,41.62837
-86.18743,41.71207
-86.4793,38.72455
-74.705497,41.662836
-86.3056,39.5825
-86.37521,39.60844
-87.8849,37.93482
-85.41937,40.19181
-85.43107,40.21864
-85.38158,40.1912
-85.37685,40.21888
-87.51562,41.56237
-85.98383,41.44283
-86.23851,39.20174
-85.83768,38.30291
-85.80493,38.31573
-85.81713,38.33933
-85.38375,39.91563
-84.9871,41.06275
-85.89703,39.72271
-87.39143,37.97672
-85.923383,39.993933
-86.0648862,40.0006975
-86.075211,40.04338
-86.00151,40.04573
-85.79347,41.00027
-85.63798,39.01293
-86.05874,41.68773
-85.76921,40.00447
-86.127145,40.778417
-86.09711,40.74469
-87.28758,38.48756
-86.35948,39.71647
-86.41066,39.70017
-86.36982,39.67453
-86.31122,41.3583
-86.31026,41.44752
-87.18178,41.55036
-87.17822,41.57602
-87.169223,41.607326
-84.98119,40.41866
-87.59166,38.35541
-87.1274,40.76567
-87.15583,40.92757
-87.21677,40.94108
-84.87837,39.82966
-84.88877,39.86634
-84.94385,39.82281
-84.82524,39.83623
-86.21783,41.05253
-85.44466,39.62747
-86.10068,38.59931
-87.47076,41.48919
-85.790656,38.685205
-85.76495,38.38874
-85.83678,38.96085
-85.87548,38.95823
-85.7759,39.5476
-85.75316,39.51973
-85.818325,39.583704
-86.21667,41.69614
-86.21903,41.65765
-86.24992,41.65329
-86.2939,41.69146
-86.28622,41.72311
-86.25025,41.68066
-86.23497,41.62659
-86.31804,41.67212
-86.25077,41.72776
-86.75733,39.28699
-87.46934,41.44131
-85.626586,39.449581
-87.42282,39.10275
-85.74616,41.41159
-86.76014,37.93872
-87.38552,39.50841
-87.41362,39.46409
-87.33307,39.44012
-87.37311,39.472
-87.41612,39.42294
-86.03114,40.28246
-86.157907,39.414912
-84.80792,40.19785
-87.05061,41.48553
-87.08597,41.4616
-87.02839,41.46867
-87.13709,41.55
-85.25414,39.06923
-87.50667,38.68876
-87.50701,38.65906
-85.83666,40.81348
-86.0005,41.53632
-86.48115,41.46555
-85.43757,40.72339
-85.85366,41.269
-85.85297,41.24044
-85.8027,41.23119
-87.15782,38.65314
-86.613823,38.561624
-86.90495,40.4225
-86.86874,40.50324
-86.91303,40.43148
-86.91604,40.45308
-86.141402,40.043509
-86.89691,41.54725
-86.046222,39.551371
-86.395821,39.979652
-87.5009,41.68077
-86.60342,41.06354
-84.96512,40.17223
-84.84875,41.14075
-85.50288,40.18794
-86.275219,39.949764
-86.340203,39.949941
-99.70542,32.46251
-97.213442,38.937694
-99.76145,32.43161
-99.76771,32.45242
-99.75928,32.3999
-97.135384,37.694003
-98.039467,37.152245
-97.039909,37.084843
-95.123039,39.559273
-96.98455,37.679276
-94.736153,37.009254
-94.88204,39.08645
-95.45376,37.6671
-99.4876407,32.4120898
-95.619217,37.033176
-101.055099,39.368679
-94.895203,37.05389
-97.657562,39.56324
-94.98199,38.96213
-97.24424,37.54922
-97.270317,37.551888
-100.0163235,37.7788701
-100.023407,37.752941
-96.87614,37.81755
-96.19531,38.40516
-96.22118,38.41975
-94.70554,37.81258
-100.883179,37.975224
-100.854103,37.975285
-94.8902,38.81228
-97.56221,37.664185
-101.725212,39.333118
-98.783699,38.361668
-99.318092,38.869862
-99.31752,38.892899
-97.35222,37.5666
-95.52696,39.84273
-101.338768,37.170044
-97.901074,38.064623
-97.93074,38.057456
-97.91831,38.086226
-95.71093,37.224304
-95.40814,37.92156
-96.83477,39.00969
-96.83573,39.02842
-94.82408,39.12835
-94.67241,39.11664
-94.67608,39.08927
-94.6117,39.0509
-94.68111,39.05244
-94.62573,39.08734
-94.75471,39.11668
-94.63016,39.1157
-98.138206,37.647034
-96.184867,38.471049
-97.322418,37.366607
-95.136004,39.019616
-95.25014,38.97301
-95.26064,38.92546
-95.30759,38.97127
-95.24538,38.9427
-94.90512,39.28656
-94.62946,38.95697
-94.63863,38.91313
-94.74049,38.97116
-94.77066,38.97119
-100.915993,37.042473
-100.922096,37.032238
-94.6902,38.6208
-96.60931,39.19027
-96.56021,39.1869
-97.629799,38.370831
-94.68889,39.02178
-94.663307,39.022118
-97.345314,38.057323
-94.77184,38.90989
-94.76093,38.85463
-94.81313,38.85874
-94.793343,38.912521
-94.83479,38.88358
-94.7812,38.88385
-94.80699,38.88376
-95.26842,38.58145
-94.70165,38.94216
-94.66761,38.92941
-94.72382,38.92981
-94.72031,38.9571
-94.72272,38.88395
-94.67018,38.91314
-94.66783,38.98873
-94.67851,38.85477
-94.68752,38.884
-94.67214,38.95924
-94.69533,38.99296
-94.69815,38.97104
-94.857552,38.570683
-97.328621,37.792023
-95.259003,37.342541
-94.705086,37.398033
-94.70475,37.436085
-98.719902,37.645664
-94.63954,39.03636
-98.853797,38.865376
-97.594044,38.826971
-97.61123,38.8781
-97.61336,38.80322
-97.62516,38.82875
-96.05746,39.84139
-94.71277,38.99277
-94.7226,39.01453
-94.77341,39.00953
-94.8425,39.00915
-97.9391,38.0149
-95.67635,39.04438
-95.72491,39.04564
-95.76175,39.03752
-95.6654,39.08525
-95.65146,39.0154
-95.757889,39.012897
-95.68782,39.01192
-95.71545,39.12942
-95.74833,39.02907
-101.363358,37.577042
-99.883072,39.021351
-96.30482,39.210095
-97.384165,37.27532
-97.462113,37.722104
-97.335419,37.701153
-97.20863,37.72372
-97.198929,37.678085
-97.244606,37.666237
-97.35276,37.684406
-97.389793,37.70911
-97.298513,37.664002
-97.226295,37.663834
-97.299225,37.715775
-97.36322,37.723248
-97.352486,37.651054
-97.387695,37.652981
-97.373543,37.781662
-97.316925,37.631321
-97.24482,37.74733
-97.335716,37.682247
-97.425705,37.676834
-97.333794,37.607792
-97.332733,37.649578
-97.443977,37.69152
-97.299217,37.695271
-97.271248,37.693897
-97.415131,37.673264
-97.427383,37.72308
-97.243736,37.723145
-96.99588,37.22871
-85.135412,36.69626
-84.404267,38.986265
-82.702889,38.371724
-82.67285,38.4959
-82.6321,38.474572
-82.669633,38.493727
-82.691039,38.436319
-83.862701,36.852928
-85.447606,37.796528
-86.885735,37.433748
-84.483119,39.096801
-88.357215,36.864016
-88.342552,36.924773
-84.284281,37.585599
-84.31238,37.567595
-86.477998,36.989662
-86.437453,36.952331
-86.470267,36.97765
-86.46897,36.96093
-86.420805,36.941143
-86.377046,37.008442
-86.428137,36.990496
-86.167076,37.980726
-87.738292,36.881528
-88.327176,37.004584
-85.340249,37.343993
-85.121039,38.647177
-82.601383,38.403254
-85.971083,37.133648
-87.119728,37.289758
-85.303756,37.093149
-84.074311,36.957867
-84.113559,36.921217
-84.107879,36.975332
-84.519795,39.087771
-84.504451,39.044777
-84.576716,39.048256
-85.4654,38.32967
-84.60447,38.78639
-84.286685,38.414252
-84.805354,37.646219
-84.772378,37.616944
-84.599766,38.684321
-88.090073,37.086734
-84.5354,39.025097
-85.623586,36.981334
-85.883041,37.731876
-85.889817,37.731235
-85.911366,37.67226
-85.866394,37.699721
-85.846594,37.704949
-85.17961,38.37042
-84.590497,39.020668
-84.343633,38.67777
-82.721863,38.520054
-83.754441,38.420403
-84.653095,38.99706
-84.673537,39.015613
-84.620382,39.005443
-84.641134,38.989555
-84.899334,38.170784
-84.833133,38.202587
-86.558215,36.668266
-86.578136,36.734862
-88.890631,36.513378
-84.556563,38.183643
-84.559636,38.276561
-84.534846,38.224615
-85.92208,37.0082
-85.93879,37.02728
-85.865425,37.595425
-82.274632,37.661882
-82.942716,38.343621
-85.534116,37.23094
-82.840436,38.575625
-87.166513,37.226658
-86.449932,37.767046
-83.310106,36.89863
-84.846401,37.755688
-83.20946,37.288231
-83.19844,37.2565921
-84.70216,39.066737
-84.660773,39.051341
-87.591162,37.835927
-87.56938,37.878323
-85.667523,38.083574
-85.735683,37.550196
-87.483918,36.843387
-87.498779,36.871295
-85.934714,37.201528
-84.545895,38.929414
-82.519027,37.855633
-83.988013,37.696848
-83.398424,37.561129
-85.540324,38.216853
-85.381096,38.408304
-84.579762,37.625804
-84.919256,38.068148
-84.908474,38.021422
-85.262076,37.565166
-85.723377,37.827307
-86.296045,37.475583
-86.293737,37.469453
-84.530617,37.978336
-84.454336,38.035287
-84.479064,38.07116
-84.529124,38.068552
-84.416168,38.019073
-84.484062,38.101532
-84.535598,38.025602
