Order Date,Order ID,Carrier Name & Tracking Number,Subtotal,Shipping Charge,Tax Before Promotions,Total Promotions,Tax Charged,Total Charged
8/24/2021,111-1670084-2830651,AMZN_US(TBA172425195204),$131.96 ,$0.00 ,$0.00 ,$1.00 ,$0.00 ,$130.96 
8/25/2021,111-3601400-4355468,AMZN_US(TBA172425195204),$8.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$8.99 
9/3/2021,111-4242635-2713869,AMZN_US(TBA181159538904),$16.80 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$16.80 
9/7/2021,111-3882982-1273015,USPS(9361289670005821817144),$68.12 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$68.12 
9/7/2021,111-7975295-3135414,USPS(9361289670005821817144),$33.92 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$33.92 
9/9/2021,111-3988256-3444264,UPS(1Z454R3A0312515648),$64.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$64.99 
9/17/2021,111-6160270-9430632,UPS(1ZY414000200869264),$49.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$49.99 
9/24/2021,113-6146254-2605819,AMZN_US(TBA019774657404),$49.98 ,$0.00 ,$0.00 ,$2.50 ,$0.00 ,$47.48 
9/26/2021,111-6735622-5915460,AMZN_US(TBA006829535304),$39.98 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$39.98 
9/30/2021,111-5175665-8815464,USPS(9361289670006256806857),$53.92 ,$0.00 ,$0.00 ,$0.80 ,$0.00 ,$53.12 
9/30/2021,111-5175665-8815464,USPS(9374889670006213315695),$34.97 ,$0.00 ,$0.00 ,$0.45 ,$0.00 ,$34.52 
9/30/2021,111-5175665-8815464,AMZN_US(TBA166914389101),$294.38 ,$0.00 ,$0.00 ,$3.50 ,$0.00 ,$290.88 
10/7/2021,111-5436008-7620262,AMZN_US(TBA396953570000),$7.97 ,$2.99 ,$0.00 ,$0.00 ,$0.00 ,$10.96 
10/22/2021,111-0071852-1920229,AMZN_US(TBA042678082304),$26.29 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$26.29 
10/22/2021,111-1181967-5108267,AMZN_US(TBA042678082304),$79.97 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$79.97 
10/25/2021,111-6884036-0271461,AMZN_US(TBA043312561204),$38.67 ,$0.00 ,$0.00 ,$1.00 ,$0.00 ,$37.67 
10/29/2021,111-6443486-0627437,AMZN_US(TBA045894486404),$52.40 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$52.40 
10/29/2021,111-6443486-0627437,AMZN_US(TBA045803948104),$12.69 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$12.69 
11/3/2021,111-0022762-4463418,AMZN_US(TBA052257231004),$6.59 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$6.59 
11/6/2021,111-2803389-1299400,AMZN_US(TBA060166402604),$376.01 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$376.01 
11/6/2021,111-5397341-3452207,UPS(1ZY8F505YW19927857),$59.98 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$59.98 
11/6/2021,111-4355966-0457045,USPS(9374889670006913076889),$4.59 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$4.59 
11/6/2021,111-3629944-3948232,AMZN_US(TBA054423437104),$43.98 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$43.98 
11/6/2021,111-3629944-3948232,AMZN_US(TBA063358970404),$21.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$21.99 
11/6/2021,111-3629944-3948232,AMZN_US(TBA068995918304),$21.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$21.99 
11/9/2021,111-7043676-0491411,AMZN_US(TBA060166402604),$9.50 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$9.50 
11/18/2021,111-3038345-2169821,AMZN_US(TBA069963995304),$17.78 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$17.78 
11/23/2021,111-8659336-8307422,AMZN_US(TBA078464324504),$12.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$12.99 
11/29/2021,111-0360206-5756258,AMZN_US(TBA100920577504),$94.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$94.99 
12/1/2021,111-1466636-6039457,AMZN_US(TBA100920577504),$26.78 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$26.78 
12/2/2021,111-2994927-0937038,AMZN_US(TBA102501631204),$153.97 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$153.97 
12/2/2021,111-8060776-0711462,DHL(6955802475),$663.42 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$663.42 
12/7/2021,111-5141410-6945050,AMZN_US(TBA100920577504),$119.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$119.99 
12/7/2021,111-5141410-6945050,AMZN_US(TBA104171279604),$422.11 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$422.11 
12/7/2021,111-5141410-6945050,AMZN_US(TBA104243987504),$72.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$72.99 
12/11/2021,111-4543198-0314636,AMZN_US(TBA109015003904),$89.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$89.99 
12/13/2021,111-3519363-0331461,AMZN_US(TBA112347301304),$38.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$38.99 
12/13/2021,111-0251550-1809875,AMZN_US(TBA112026540904),$35.98 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$35.98 
12/19/2021,111-7014977-7748201,"RABBIT(TDLJRNCS9ZSMBQPPNE2P),RABBIT(QB7DDY821371VGYPZ5QJ),RABBIT(EQMTB4MSYBMJYM9RBBPM),RABBIT(1CAUA55TNM293H4DDPQM)",$40.93 ,$0.00 ,$0.00 ,$0.78 ,$0.00 ,$40.15 
12/22/2021,114-0699481-5953012,Amazon Logistics(TBA128628894704),$37.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$37.99 
12/22/2021,114-9800099-5281835,AMZN_US(TBA129384645104),$18.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$18.99 
12/22/2021,114-4361618-3613039,UPS(1Z74A0Y20203055768),$38.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$38.99 
